retriever,alpha,qid,ee_d,ee_r,eu,ee_d_interval
bm25,1,31936,0.102778,0.05,0.07044346752776125,0.0-0.2
bm25,1,31937,0.108333,0.066667,0.14149358364900175,0.0-0.2
bm25,1,31938,0.102778,0.183333,0.06787210996743089,0.0-0.2
bm25,1,31939,0.105556,0.083333,0.032493140357833156,0.0-0.2
bm25,1,31941,0.108333,0.533333,0.43913609721456115,0.0-0.2
bm25,1,31942,0.105556,0.1,0.06600877055257884,0.0-0.2
bm25,1,31943,0.097222,0.1,0.13636636439713606,0.0-0.2
bm25,1,31944,0.108333,0.016667,0.15476190413548754,0.0-0.2
bm25,1,31946,0.111111,0.1,0.07414644373784757,0.0-0.2
bm25,1,31947,0.116667,0.083333,0.15782828097199914,0.0-0.2
bm25,1,31948,0.102778,0.05,0.05188717372433788,0.0-0.2
bm25,1,31949,0.102778,0.4,0.4092849336580068,0.0-0.2
bm25,1,31950,0.105556,0.283333,0.18702087764276604,0.0-0.2
bm25,1,31951,0.108333,0.1,0.2017550638724149,0.0-0.2
bm25,1,31952,0.1,0.083333,0.11880726811669351,0.0-0.2
bm25,1,31953,0.122222,0.416667,0.3230829446785291,0.0-0.2
bm25,1,31954,0.102778,0.133333,0.18230361174743223,0.0-0.2
bm25,1,31955,0.1,0.166667,0.23775783127349043,0.0-0.2
bm25,1,31956,0.111111,0.2,0.27764118519534664,0.0-0.2
bm25,1,31957,0.108333,0.35,0.15389433832229613,0.0-0.2
bm25,1,31958,0.102778,0.1,0.3123821803197302,0.0-0.2
bm25,1,31959,0.091667,0.083333,0.06425702887888904,0.0-0.2
bm25,1,31960,0.105556,0.05,0.0,0.0-0.2
bm25,1,31961,0.116667,0.166667,0.16142896552299071,0.0-0.2
bm25,1,31962,0.111111,0.45,0.33393162150406946,0.0-0.2
bm25,1,31963,0.116667,0.05,0.11729445997537896,0.0-0.2
bm25,1,31964,0.119444,0.316667,0.09722222125000009,0.0-0.2
bm25,1,31965,0.111111,0.15,0.1928259054088377,0.0-0.2
bm25,1,31966,0.113889,0.383333,0.18579000860133033,0.0-0.2
bm25,1,31968,0.338889,0.583333,0.35691204440565066,0.2-0.4
bm25,1,31969,0.302778,0.216667,0.21726510915121539,0.2-0.4
bm25,1,31970,0.286111,0.55,0.15648726335487476,0.2-0.4
bm25,1,31971,0.563889,1.0,0.4177787509066885,0.4-0.6
bm25,1,31974,0.561111,0.866667,0.46454511168088797,0.4-0.6
bm25,1,31975,0.630556,0.466667,0.4471559892690591,0.6-0.8
bm25,1,31976,0.191667,0.183333,0.28905950089904126,0.0-0.2
bm25,1,31977,0.197222,0.283333,0.1287293004196455,0.0-0.2
bm25,1,31979,0.211111,0.144799,0.2991386233486632,0.2-0.4
bm25,1,31982,0.194444,0.55,0.15441225880701,0.0-0.2
bm25,1,31987,0.161111,0.077135,0.11243741164686678,0.0-0.2
bm25,1,31989,0.161111,0.366667,0.352735400413199,0.0-0.2
bm25,1,31990,0.161111,0.166667,0.12485410028158356,0.0-0.2
bm25,1,31991,0.172222,0.55,0.1957549534596524,0.0-0.2
bm25,1,31992,0.169444,0.533333,0.16833216034864001,0.0-0.2
bm25,1,31993,0.172222,0.233333,0.11902625753806477,0.0-0.2
bm25,1,31994,0.169444,0.566667,0.23915022048675683,0.0-0.2
bm25,1,31995,0.180556,0.316667,0.26068383490143054,0.0-0.2
bm25,1,31996,0.161111,0.833333,0.4411601367211115,0.0-0.2
bm25,1,31997,0.155556,0.077135,0.11237382896862604,0.0-0.2
bm25,1,31999,0.313889,0.233333,0.6790360712639762,0.2-0.4
bm25,1,311000,0.313889,1.0,0.4141689180625591,0.2-0.4
bm25,2,312,0.436111,0.45,0.2115833678910126,0.4-0.6
bm25,2,313,0.566667,0.433333,0.16695251918767773,0.4-0.6
bm25,2,315,0.155556,0.040071,0.24571824114105376,0.0-0.2
bm25,2,316,0.155556,0.166667,0.2740279749025726,0.0-0.2
bm25,2,317,0.166667,0.133333,0.048441675217643115,0.0-0.2
bm25,2,318,0.191667,0.066667,0.09683760542548947,0.0-0.2
bm25,2,319,0.205556,0.0,0.029761904245323174,0.2-0.4
bm25,2,3110,0.202778,0.166667,0.23724838408663682,0.2-0.4
bm25,2,3111,0.119444,0.083146,0.330219875672646,0.0-0.2
bm25,2,3112,0.158333,0.116667,0.1247696644526125,0.0-0.2
bm25,2,3114,0.169444,0.160284,0.14518834630109767,0.0-0.2
bm25,2,3115,0.202778,0.133333,0.16813091407775696,0.2-0.4
bm25,2,3117,0.177778,0.433333,0.40968249285363173,0.0-0.2
bm25,2,3118,0.244444,0.233333,0.06075660609920448,0.2-0.4
bm25,2,3119,0.130556,0.066667,0.15122415340128142,0.0-0.2
bm25,2,3120,0.180556,0.066667,0.030303030255804796,0.0-0.2
bm25,2,3121,0.161111,0.05,0.10611628570084497,0.0-0.2
bm25,2,3122,0.161111,0.116667,0.10874298088070741,0.0-0.2
bm25,2,3123,0.144444,0.040071,0.14013495476013896,0.0-0.2
bm25,2,3124,0.255556,0.166667,0.2147527520267111,0.2-0.4
bm25,2,3125,0.272222,0.116667,0.029842340848323122,0.2-0.4
bm25,2,3126,0.177778,0.1,0.05628872421040234,0.0-0.2
bm25,2,3127,0.152778,0.054902,0.04115226172582318,0.0-0.2
bm25,2,3128,0.119444,0.316667,0.12834183179646783,0.0-0.2
bm25,2,3129,0.133333,0.083333,0.24333045591493138,0.0-0.2
bm25,2,3130,0.119444,0.05,0.04822929418564689,0.0-0.2
bm25,2,3131,0.125,0.2,0.10572329055147515,0.0-0.2
bm25,2,3132,0.105556,0.383333,0.3250385460562833,0.0-0.2
bm25,2,3133,0.136111,0.483333,0.2181235256455182,0.0-0.2
bm25,2,3134,0.116667,0.25,0.1862155163474942,0.0-0.2
bm25,2,3135,0.127778,0.033333,0.16713351625283873,0.0-0.2
bm25,2,3136,0.152778,0.1,0.5235287248022541,0.0-0.2
bm25,2,3138,0.138889,0.3,0.13560935477101047,0.0-0.2
bm25,2,3139,0.122222,0.166667,0.21460449485723898,0.0-0.2
bm25,2,3140,0.147222,0.216667,0.22555947772798376,0.0-0.2
bm25,2,3141,0.169444,0.5,0.3670009200477625,0.0-0.2
bm25,2,3142,0.141667,0.416667,0.3551877233775055,0.0-0.2
bm25,2,3143,0.130556,0.116667,0.13218399094603,0.0-0.2
bm25,2,3144,0.125,0.027564,0.3503422910472716,0.0-0.2
bm25,2,3145,0.147222,0.116667,0.054300797700626506,0.0-0.2
bm25,2,3146,0.113889,0.4,0.23561681180536584,0.0-0.2
bm25,2,3147,0.1,0.316667,0.2557311956655475,0.0-0.2
bm25,2,3148,0.116667,0.483333,0.276628991314117,0.0-0.2
bm25,2,3149,0.138889,0.433333,0.3437248505116291,0.0-0.2
bm25,2,3150,0.116667,0.516667,0.5172011760190874,0.0-0.2
bm25,2,3151,0.136111,0.05,0.05926677372487752,0.0-0.2
bm25,2,3152,0.119444,0.033333,0.12323368632142094,0.0-0.2
bm25,2,3153,0.125,0.183333,0.19942128479905186,0.0-0.2
bm25,2,3154,0.116667,0.266667,0.17055577635925934,0.0-0.2
bm25,2,3155,0.116667,0.633333,0.32318001565625265,0.0-0.2
bm25,2,3156,0.133333,0.45,0.40992445954960166,0.0-0.2
bm25,2,3157,0.138889,0.041606,0.09920663933484743,0.0-0.2
bm25,2,3158,0.122222,0.333333,0.024891774250435744,0.0-0.2
bm25,2,3159,0.136111,0.35,0.36477824627965416,0.0-0.2
bm25,2,3160,0.105556,0.183333,0.24351024049290484,0.0-0.2
bm25,2,3161,0.166667,0.216667,0.18511962522132822,0.0-0.2
bm25,2,3162,0.138889,0.333333,0.2689320027524702,0.0-0.2
bm25,2,3164,0.611111,0.733333,0.49770738259380454,0.6-0.8
bm25,2,3165,0.672222,0.85,1.0,0.6-0.8
bm25,2,3167,0.336111,0.140351,0.17123287666916875,0.2-0.4
bm25,2,3169,0.411111,0.102996,0.10602327435341555,0.4-0.6
bm25,2,3170,0.316667,0.133333,0.1884768396449175,0.2-0.4
bm25,2,3171,0.452778,0.716667,0.5784559752594003,0.4-0.6
bm25,2,3172,0.163889,0.416667,0.1057192572164109,0.0-0.2
bm25,2,3173,0.158333,0.027322,0.07115902929842902,0.0-0.2
bm25,2,3174,0.183333,0.983333,0.2528538811883962,0.0-0.2
bm25,2,3175,0.230556,0.25,0.15121219935770555,0.2-0.4
bm25,2,3176,0.177778,0.316667,0.48519606911699087,0.0-0.2
bm25,2,3177,0.169444,0.25,0.2846704676298393,0.0-0.2
bm25,2,3178,0.219444,0.15,0.0,0.2-0.4
bm25,2,3179,0.177778,0.283333,0.18538971971419346,0.0-0.2
bm25,2,3180,0.158333,0.083333,0.18559837129248863,0.0-0.2
bm25,2,3181,0.147222,0.333333,0.15828882695819807,0.0-0.2
bm25,2,3182,0.169444,0.083333,0.08971255403183416,0.0-0.2
bm25,2,3183,0.141667,0.0,0.042682926740035695,0.0-0.2
bm25,2,3184,0.180556,0.2,0.18337116476799362,0.0-0.2
bm25,2,3185,0.163889,0.124606,0.10931855990121342,0.0-0.2
bm25,2,3186,0.169444,0.233333,0.28809264560602066,0.0-0.2
bm25,2,3187,0.194444,0.383333,0.1691096985405859,0.0-0.2
bm25,2,3188,0.594444,0.6,0.23176446133206915,0.4-0.6
bm25,2,3189,0.563889,0.666667,0.0855667133083613,0.4-0.6
bm25,2,3190,0.352778,0.9,0.21747937191340952,0.2-0.4
bm25,2,3195,0.605556,0.533333,0.17480782490051192,0.6-0.8
bm25,2,3198,0.505556,0.142857,0.28115837035057634,0.4-0.6
bm25,2,31100,0.419444,0.45,0.43018579414623404,0.4-0.6
bm25,2,31102,0.391667,0.197674,0.1848552363074073,0.2-0.4
bm25,2,31103,0.563889,1.0,0.25578881529433817,0.4-0.6
bm25,2,31104,0.488889,0.45,0.16482496153580653,0.4-0.6
bm25,2,31105,0.397222,0.533333,0.18661437960564464,0.2-0.4
bm25,2,31106,0.513889,0.416667,0.2552584618827274,0.4-0.6
bm25,2,31108,0.611111,1.0,0.41720480879136684,0.6-0.8
bm25,2,31109,0.3,0.105263,0.4178415183932526,0.2-0.4
bm25,2,31110,0.366667,0.55,0.2657012461721606,0.2-0.4
bm25,2,31112,0.416667,0.083333,0.422868285104911,0.4-0.6
bm25,2,31113,0.313889,0.433333,0.31975923075263707,0.2-0.4
bm25,2,31114,0.422222,0.533333,0.42731132944228417,0.4-0.6
bm25,2,31115,0.419444,0.466667,0.250436722608155,0.4-0.6
bm25,2,31116,0.433333,0.6,0.3856764093276643,0.4-0.6
bm25,2,31117,0.438889,0.4,0.33049483346179015,0.4-0.6
bm25,2,31118,0.536111,0.368421,0.4078236651771262,0.4-0.6
bm25,2,31120,0.472222,0.388889,0.4502351661617145,0.4-0.6
bm25,2,31121,0.613889,0.42,0.23127249387543647,0.6-0.8
bm25,2,31122,0.680556,0.373333,0.04118773941612718,0.6-0.8
bm25,2,31125,0.594444,0.783333,0.5067054952188428,0.4-0.6
bm25,2,31126,0.641667,0.933333,0.6209995147257962,0.6-0.8
bm25,2,31127,0.502778,0.493169,0.4628201411170543,0.4-0.6
bm25,2,31128,0.438889,0.766667,0.4333944328543379,0.4-0.6
bm25,2,31129,0.408333,0.783333,0.23292506486078068,0.4-0.6
bm25,2,31133,0.625,0.547619,0.23737390776897993,0.6-0.8
bm25,2,31134,0.641667,0.4,0.504145201846355,0.6-0.8
bm25,2,31135,0.102778,0.0,0.195240908631597,0.0-0.2
bm25,2,31136,0.111111,0.35,0.2221422987020737,0.0-0.2
bm25,2,31137,0.094444,0.216667,0.15742414735835164,0.0-0.2
bm25,2,31138,0.088889,0.483333,0.21310602844850993,0.0-0.2
bm25,2,31139,0.102778,0.116667,0.0831077949649048,0.0-0.2
bm25,2,31140,0.086111,0.25,0.058790406847796205,0.0-0.2
bm25,2,31141,0.097222,0.1,0.06011496706956301,0.0-0.2
bm25,2,31142,0.097222,0.233333,0.2697901166879976,0.0-0.2
bm25,2,31143,0.088889,0.166667,0.12011842336031837,0.0-0.2
bm25,2,31144,0.094444,0.55,0.23225966098090856,0.0-0.2
bm25,2,31145,0.083333,0.333333,0.3062025223146896,0.0-0.2
bm25,2,31146,0.094444,0.516667,0.08094060057719087,0.0-0.2
bm25,2,31147,0.094444,0.116667,0.26754343631010685,0.0-0.2
bm25,2,31148,0.091667,0.0,0.14740559343456716,0.0-0.2
bm25,2,31149,0.091667,0.216667,0.08586309382553775,0.0-0.2
bm25,2,31150,0.1,0.466667,0.2599411309963361,0.0-0.2
bm25,2,31151,0.088889,0.05,0.07126511827238671,0.0-0.2
bm25,2,31152,0.091667,0.016667,0.5519396874243997,0.0-0.2
bm25,2,31153,0.097222,0.6,0.46600206663466415,0.0-0.2
bm25,2,31154,0.088889,0.0,0.25860064662554844,0.0-0.2
bm25,2,31155,0.116667,0.0,0.12615016755385927,0.0-0.2
bm25,2,31156,0.091667,0.55,0.33933451927105246,0.0-0.2
bm25,2,31158,0.091667,0.016667,0.1465873214214578,0.0-0.2
bm25,2,31159,0.102778,0.516667,0.2629627795256491,0.0-0.2
bm25,2,31160,0.097222,0.233333,0.31469102677315564,0.0-0.2
bm25,2,31161,0.091667,0.2,0.04652217377497443,0.0-0.2
bm25,2,31162,0.094444,0.133333,0.05297988910345703,0.0-0.2
bm25,2,31163,0.119444,0.483333,0.1752831483250981,0.0-0.2
bm25,2,31164,0.105556,0.016667,0.1947036654337058,0.0-0.2
bm25,2,31165,0.1,0.4,0.5149736079628923,0.0-0.2
bm25,2,31166,0.091667,0.416667,0.2742066803970816,0.0-0.2
bm25,2,31167,0.111111,0.466667,0.3832633384302545,0.0-0.2
bm25,2,31168,0.108333,0.45,0.2445116671045287,0.0-0.2
bm25,2,31169,0.086111,0.033333,0.12613270009515362,0.0-0.2
bm25,2,31170,0.091667,0.016667,0.1890080180722309,0.0-0.2
bm25,2,31171,0.091667,0.016667,0.0,0.0-0.2
bm25,2,31175,0.1,0.166667,0.04609768020587168,0.0-0.2
bm25,2,31176,0.091667,0.333333,0.05858536916332387,0.0-0.2
bm25,2,31177,0.1,0.3,0.13477045600442972,0.0-0.2
bm25,2,31178,0.1,0.1,0.08615165900779584,0.0-0.2
bm25,2,31179,0.091667,0.333333,0.2768929161491006,0.0-0.2
bm25,2,31180,0.088889,0.15,0.13958032473752183,0.0-0.2
bm25,2,31181,0.088889,0.366667,0.18844731244019422,0.0-0.2
bm25,2,31182,0.097222,0.066667,0.09505674701435213,0.0-0.2
bm25,2,31184,0.083333,0.083333,0.018803417696690864,0.0-0.2
bm25,2,31185,0.111111,0.5,0.45687996401464587,0.0-0.2
bm25,2,31186,0.091667,0.45,0.33910100745830424,0.0-0.2
bm25,2,31187,0.091667,0.3,0.2511598559668696,0.0-0.2
bm25,2,31188,0.091667,0.216667,0.2905691790004684,0.0-0.2
bm25,2,31189,0.102778,0.283333,0.281267335567213,0.0-0.2
bm25,2,31190,0.102778,0.283333,0.2779282911235409,0.0-0.2
bm25,2,31191,0.1,0.05,0.07817259562678448,0.0-0.2
bm25,2,31193,0.094444,0.1,0.32655221798403794,0.0-0.2
bm25,2,31194,0.1,0.1,0.2418752457860465,0.0-0.2
bm25,2,31195,0.091667,0.1,0.04205931113571968,0.0-0.2
bm25,2,31196,0.097222,0.516667,0.2577934987454736,0.0-0.2
bm25,2,31197,0.1,0.216667,0.0519413277842944,0.0-0.2
bm25,2,31199,0.088889,0.0,0.6285421752953868,0.0-0.2
bm25,2,31200,0.094444,0.466667,0.42411099076953407,0.0-0.2
bm25,2,31202,0.086111,0.25,0.19584878748069634,0.0-0.2
bm25,2,31203,0.113889,0.1,0.1870934260247996,0.0-0.2
bm25,2,31204,0.094444,0.1,0.22001096738741324,0.0-0.2
bm25,2,31205,0.097222,0.166667,0.355530950316587,0.0-0.2
bm25,2,31206,0.094444,0.033333,0.0331790109153522,0.0-0.2
bm25,2,31207,0.111111,0.1,0.06537361165270335,0.0-0.2
bm25,2,31208,0.097222,0.283333,0.2829512992708843,0.0-0.2
bm25,2,31209,0.094444,0.083333,0.12316176336829589,0.0-0.2
bm25,2,31210,0.094444,0.033333,0.13420086864971612,0.0-0.2
bm25,2,31211,0.102778,0.65,0.30467415913111956,0.0-0.2
bm25,2,31212,0.088889,0.516667,0.2091406604211827,0.0-0.2
bm25,2,31213,0.088889,0.166667,0.21484865798211178,0.0-0.2
bm25,2,31214,0.086111,0.116667,0.010569704386127275,0.0-0.2
bm25,2,31218,0.091667,0.516667,0.20194930540440575,0.0-0.2
bm25,2,31219,0.108333,0.041367,0.11153147437584854,0.0-0.2
bm25,2,31220,0.1,0.083333,0.1561271288266791,0.0-0.2
bm25,2,31221,0.097222,0.566667,0.4912143902617511,0.0-0.2
bm25,2,31223,0.094444,0.0,0.3002123747230867,0.0-0.2
bm25,2,31224,0.094444,0.05,0.785917205965412,0.0-0.2
bm25,2,31225,0.097222,0.35,0.25362411105637617,0.0-0.2
bm25,2,31226,0.091667,0.466667,0.29087832054948737,0.0-0.2
bm25,2,31227,0.091667,0.183333,0.12525213123321433,0.0-0.2
bm25,2,31228,0.1,0.016667,0.15005130144727952,0.0-0.2
bm25,2,31229,0.091667,0.683333,0.23316152901425244,0.0-0.2
bm25,2,31230,0.097222,0.066667,0.27321556149153914,0.0-0.2
bm25,2,31231,0.094444,0.1,0.0,0.0-0.2
bm25,2,31232,0.088889,0.15,0.09215431022390856,0.0-0.2
bm25,2,31233,0.088889,0.216667,0.08258068461706367,0.0-0.2
bm25,2,31234,0.1,0.4,0.19124970389356122,0.0-0.2
bm25,2,31235,0.088889,0.133333,0.13073923854495037,0.0-0.2
bm25,2,31236,0.088889,0.05,0.10759411932516691,0.0-0.2
bm25,2,31237,0.086111,0.166667,0.21495239734457475,0.0-0.2
bm25,2,31238,0.083333,0.133333,0.1354219506782549,0.0-0.2
bm25,2,31239,0.1,0.316667,0.11111275204009569,0.0-0.2
bm25,2,31240,0.097222,0.033333,0.2085313829156071,0.0-0.2
bm25,2,31241,0.086111,0.166667,0.16866210117577965,0.0-0.2
bm25,2,31242,0.091667,0.033333,0.15264592377770414,0.0-0.2
bm25,2,31243,0.1,0.166667,0.12809418160603936,0.0-0.2
bm25,2,31244,0.086111,0.033333,0.19691041005289783,0.0-0.2
bm25,2,31245,0.091667,0.033333,0.18829490258883747,0.0-0.2
bm25,2,31246,0.088889,0.1,0.057211538007336395,0.0-0.2
bm25,2,31247,0.091667,0.3,0.11212608841877612,0.0-0.2
bm25,2,31248,0.094444,0.566667,0.17068296932661378,0.0-0.2
bm25,2,31249,0.105556,0.6,0.4145625909978086,0.0-0.2
bm25,2,31250,0.105556,0.683333,0.4688044587859916,0.0-0.2
bm25,2,31251,0.1,0.266667,0.15218414508329742,0.0-0.2
bm25,2,31252,0.086111,0.066667,0.16244517226821392,0.0-0.2
bm25,2,31253,0.094444,0.016667,0.7047569636974605,0.0-0.2
bm25,2,31254,0.091667,0.116667,0.25191584164258707,0.0-0.2
bm25,2,31255,0.086111,0.366667,0.044871794901380664,0.0-0.2
bm25,2,31256,0.086111,0.1,0.13874392348343056,0.0-0.2
bm25,2,31257,0.105556,0.033333,0.8069763336132212,0.0-0.2
bm25,2,31258,0.091667,0.066667,0.16285466812951524,0.0-0.2
bm25,2,31259,0.105556,0.15,0.09447408395871329,0.0-0.2
bm25,2,31260,0.111111,0.0,0.17764308896672396,0.0-0.2
bm25,2,31261,0.094444,0.433333,0.4179872901890922,0.0-0.2
bm25,2,31263,0.463889,0.9,0.5070766892048034,0.4-0.6
bm25,2,31265,0.7,0.466667,0.19594908507162936,0.6-0.8
bm25,2,31266,0.694444,0.683333,0.0833026433532583,0.6-0.8
bm25,2,31268,0.672222,0.668919,0.3260714631169295,0.6-0.8
bm25,2,31271,0.388889,0.716667,0.3432706110817996,0.2-0.4
bm25,2,31272,0.419444,0.184932,0.3409844376104553,0.4-0.6
bm25,2,31273,0.394444,0.466667,0.23176773137059836,0.2-0.4
bm25,2,31274,0.763889,0.8,0.28849734188268306,0.6-0.8
bm25,2,31277,0.127778,0.216667,0.5134949174527326,0.0-0.2
bm25,2,31278,0.133333,0.216667,0.13566558665491954,0.0-0.2
bm25,2,31279,0.111111,0.366667,0.33126942101976026,0.0-0.2
bm25,2,31280,0.119444,0.333333,0.31201062127798895,0.0-0.2
bm25,2,31281,0.147222,0.433333,0.37084287405880073,0.0-0.2
bm25,2,31282,0.147222,0.533333,0.3326074179631724,0.0-0.2
bm25,2,31283,0.094444,0.233333,0.16981136316353224,0.0-0.2
bm25,2,31284,0.125,0.533333,0.5554273909590896,0.0-0.2
bm25,2,31285,0.122222,0.416667,0.369566447829608,0.0-0.2
bm25,2,31286,0.122222,0.116667,0.37596761390658584,0.0-0.2
bm25,2,31287,0.108333,0.116667,0.18257291769450018,0.0-0.2
bm25,2,31288,0.119444,0.366667,0.14658029993788618,0.0-0.2
bm25,2,31289,0.141667,0.333333,0.3035937315807883,0.0-0.2
bm25,2,31290,0.130556,0.266667,0.19576039224583217,0.0-0.2
bm25,2,31291,0.161111,0.383333,0.26597589189068566,0.0-0.2
bm25,2,31292,0.138889,0.083333,0.3453977265132744,0.0-0.2
bm25,2,31293,0.152778,0.5,0.36282913722307497,0.0-0.2
bm25,2,31294,0.119444,0.383333,0.34723770422622896,0.0-0.2
bm25,2,31295,0.141667,0.533333,0.41311403892981297,0.0-0.2
bm25,2,31296,0.113889,0.433333,0.24452172648392934,0.0-0.2
bm25,2,31297,0.125,0.3,0.22653510542880007,0.0-0.2
bm25,2,31298,0.133333,0.266667,0.35001616179728673,0.0-0.2
bm25,2,31299,0.125,0.25,0.1511279219897699,0.0-0.2
bm25,2,31300,0.119444,0.233333,0.26717205597986243,0.0-0.2
bm25,2,31301,0.119444,0.483333,0.4024952050816765,0.0-0.2
bm25,2,31302,0.125,0.016667,0.1453881742609183,0.0-0.2
bm25,2,31303,0.125,0.35,0.23413416715727273,0.0-0.2
bm25,2,31304,0.108333,0.383333,0.36659194770240383,0.0-0.2
bm25,2,31305,0.122222,0.383333,0.5140751795222483,0.0-0.2
bm25,2,31306,0.141667,0.133333,0.2554773178480355,0.0-0.2
bm25,2,31307,0.122222,0.083333,0.15976842750552148,0.0-0.2
bm25,2,31308,0.130556,0.25,0.29601470730099927,0.0-0.2
bm25,2,31309,0.119444,0.2,0.07592883992298713,0.0-0.2
bm25,2,31310,0.130556,0.083333,0.09517656647750014,0.0-0.2
bm25,2,31311,0.147222,0.283333,0.3854414540243561,0.0-0.2
bm25,2,31312,0.108333,0.35,0.3690062247883339,0.0-0.2
bm25,2,31313,0.133333,0.266667,0.19374407565763907,0.0-0.2
bm25,2,31314,0.122222,0.366667,0.17613823183775354,0.0-0.2
bm25,2,31315,0.127778,0.183333,0.10992339213561077,0.0-0.2
bm25,2,31316,0.130556,0.183333,0.29523306886076367,0.0-0.2
bm25,2,31317,0.111111,0.1,0.07901234354734206,0.0-0.2
bm25,2,31318,0.458333,0.157143,0.17272792059208525,0.4-0.6
bm25,2,31319,0.361111,0.130952,0.09756097518837994,0.2-0.4
bm25,2,31320,0.45,0.5,0.2830030575276164,0.4-0.6
bm25,2,31321,0.394444,0.983333,0.3104424156219801,0.2-0.4
bm25,2,31322,0.366667,0.35,0.1283073532095373,0.2-0.4
bm25,2,31323,0.844444,0.75,0.7694535793690891,0.8-1.0
bm25,2,31324,0.113889,0.133333,0.12139547125751686,0.0-0.2
bm25,2,31325,0.144444,0.016667,0.08333333333333333,0.0-0.2
bm25,2,31326,0.113889,0.0,0.042547424698483535,0.0-0.2
bm25,2,31327,0.116667,0.1,0.05332663664819306,0.0-0.2
bm25,2,31328,0.111111,0.05,0.04429429194284674,0.0-0.2
bm25,2,31329,0.127778,0.033333,0.0,0.0-0.2
bm25,2,31330,0.125,0.183333,0.07340616125043048,0.0-0.2
bm25,2,31331,0.119444,0.116667,0.1695470426911854,0.0-0.2
bm25,2,31332,0.144444,0.25,0.18682019044927936,0.0-0.2
bm25,2,31333,0.108333,0.116667,0.48515761045172656,0.0-0.2
bm25,2,31334,0.147222,0.133333,0.12231211088186786,0.0-0.2
bm25,2,31335,0.116667,0.083333,0.16212182195814873,0.0-0.2
bm25,2,31336,0.116667,0.233333,0.24970050633391824,0.0-0.2
bm25,2,31337,0.130556,0.033333,0.023550723394770105,0.0-0.2
bm25,2,31338,0.183333,0.033333,0.03621241411117053,0.0-0.2
bm25,2,31339,0.102778,0.316667,0.8011973167629881,0.0-0.2
bm25,2,31340,0.125,0.116667,0.1161398818801976,0.0-0.2
bm25,2,31341,0.127778,0.183333,0.09259236621451253,0.0-0.2
bm25,2,31342,0.119444,0.083333,0.04373015703318232,0.0-0.2
bm25,2,31343,0.136111,0.033333,0.0,0.0-0.2
bm25,2,31344,0.144444,0.233333,0.3082917607330244,0.0-0.2
bm25,2,31345,0.141667,0.033333,0.0,0.0-0.2
bm25,2,31346,0.1,0.183333,0.029741377378353695,0.0-0.2
bm25,2,31347,0.127778,0.066667,0.023972601926565407,0.0-0.2
bm25,2,31348,0.127778,0.1,0.09168373603177074,0.0-0.2
bm25,2,31349,0.130556,0.1,0.5059440498060808,0.0-0.2
bm25,2,31350,0.116667,0.116667,0.1061177528169504,0.0-0.2
bm25,2,31351,0.113889,0.016667,0.19763997956642318,0.0-0.2
bm25,2,31352,0.1,0.0828,0.14861110765673638,0.0-0.2
bm25,2,31353,0.122222,0.133333,0.25192174863484545,0.0-0.2
bm25,2,31354,0.105556,0.183333,0.19856945425196088,0.0-0.2
bm25,2,31355,0.127778,0.116667,0.0582010554862688,0.0-0.2
bm25,2,31356,0.111111,0.133333,0.21234243284869778,0.0-0.2
bm25,2,31357,0.113889,0.083333,0.23907355547793857,0.0-0.2
bm25,2,31359,0.141667,0.116667,0.15488581645981095,0.0-0.2
bm25,2,31360,0.122222,0.166667,0.10081999938604884,0.0-0.2
bm25,2,31361,0.113889,0.183333,0.133529467684128,0.0-0.2
bm25,2,31362,0.119444,0.05,0.054241068075574266,0.0-0.2
bm25,2,31363,0.136111,0.166667,0.17559841753532707,0.0-0.2
bm25,2,31364,0.108333,0.2,0.3062828485882838,0.0-0.2
bm25,2,31365,0.122222,0.1,0.12802840304184357,0.0-0.2
bm25,2,31368,0.711111,0.460526,0.7178904392414961,0.6-0.8
bm25,2,31369,0.125,0.066667,0.25343361309643914,0.0-0.2
bm25,2,31370,0.169444,0.083333,0.07887982782770851,0.0-0.2
bm25,2,31371,0.130556,0.016667,0.11170173453035956,0.0-0.2
bm25,2,31372,0.141667,0.366667,0.12484853647816516,0.0-0.2
bm25,2,31373,0.136111,0.116667,0.12725386815676004,0.0-0.2
bm25,2,31374,0.141667,0.2,0.0338040194054373,0.0-0.2
bm25,2,31375,0.125,0.05,0.07575757558884297,0.0-0.2
bm25,2,31376,0.130556,0.216667,0.33518143806054207,0.0-0.2
bm25,2,31377,0.144444,0.033333,0.0,0.0-0.2
bm25,2,31378,0.141667,0.3,0.03566348463799407,0.0-0.2
bm25,2,31379,0.144444,0.083333,0.013055554531222325,0.0-0.2
bm25,2,31380,0.163889,0.283333,0.36475971129182505,0.0-0.2
bm25,2,31381,0.130556,0.05,0.047348484186036544,0.0-0.2
bm25,2,31382,0.144444,0.183333,0.2420942468790844,0.0-0.2
bm25,2,31383,0.127778,0.083333,0.023989897838230894,0.0-0.2
bm25,2,31384,0.133333,0.083333,0.028594769488938705,0.0-0.2
bm25,2,31385,0.119444,0.062405,0.1807870331595031,0.0-0.2
bm25,2,31386,0.15,0.15,0.18762749604450318,0.0-0.2
bm25,2,31388,0.113889,0.116667,0.13663622326460287,0.0-0.2
bm25,2,31389,0.133333,0.05,0.0,0.0-0.2
bm25,2,31390,0.116667,0.166667,0.09579773905086196,0.0-0.2
